%LATITUDE (°) - tide free	LONGITUDE (°) - tide free	h (m) - tide free	Anomalia de gravidade residual (mGal)
-25.02400410	-50.32678903	911.67400000	0.67529993
-25.02789432	-50.26184848	910.67700000	-3.22013810
-25.03139450	-50.20070805	838.60200000	-6.29130650
-25.02584463	-50.14834762	861.35600000	-2.32069249
-25.02692503	-50.03475663	922.15900000	-3.64032419
-25.03061569	-49.84520521	856.63500000	2.67557114
-25.02023583	-49.79192470	751.72400000	-8.29497352
-25.04548631	-49.66211378	612.74800000	-39.54627569
-25.08409209	-50.98010443	757.75200000	-17.78655493
-25.09323235	-50.91112395	776.34600000	-21.20710611
-25.07567257	-50.85029333	789.76200000	-19.11913234
-25.08198273	-50.79843293	837.04700000	-6.10823704
-25.08456287	-50.74574261	818.52800000	-1.47274699
-25.09645326	-50.65146184	809.55500000	-12.90681980
-25.09650343	-50.59462137	855.94100000	-5.57428817
-25.08211350	-50.56385115	941.20300000	-2.78726532
-25.07298364	-50.50982068	800.84200000	-21.39826262
-25.07100384	-50.45007017	869.60400000	-16.85301659
-25.07961413	-50.38056962	813.80800000	-10.00389410
-25.07806426	-50.33270926	813.89900000	-4.85690962
-25.08095452	-50.25509862	816.73100000	-6.58944767
-25.07903480	-50.14984777	943.77700000	4.47280076
-25.08009509	-50.08398725	881.43700000	-5.44506033
-25.07136518	-50.03250683	1070.30900000	15.43414977
-25.08434559	-49.91814598	841.14200000	4.63896584
-25.07450582	-49.86059549	863.45800000	5.25339597
-25.07667633	-49.69759422	818.61400000	-18.81501900
-25.09072668	-49.62309362	647.11000000	-41.84201845
-25.13409229	-50.98468464	757.65300000	-19.29133751
-25.14511252	-50.91985417	781.40200000	-17.69475976
-25.13228268	-50.86643366	907.99800000	-1.10773432
-25.13700294	-50.80685330	766.55500000	-7.28895308
-25.13336312	-50.73860265	856.39800000	-0.58610550
-25.15256342	-50.68043230	925.45100000	4.65738686
-25.12809357	-50.60104156	912.47500000	0.89640715
-25.16153381	-50.56910143	887.23200000	0.57719687
-25.13875388	-50.50199083	868.32800000	-3.15184540
-25.14120409	-50.44165041	877.30300000	-0.36794518
-25.12978420	-50.39611998	810.14700000	-6.92244686
-25.10086438	-50.31106916	806.80300000	-8.42152792
-25.13620470	-50.26736898	826.68200000	-10.10189698
-25.13153488	-50.20553850	851.58000000	-5.35105420
-25.13003503	-50.14731802	854.40300000	-5.44176401
-25.12903527	-50.08367743	878.42300000	-8.74740301
-25.12434541	-50.02811705	1013.96500000	6.74529840
-25.14514572	-49.97023663	1000.19000000	17.19786271
-25.13436586	-49.91725620	921.13900000	9.21982358
-25.13928605	-49.84728561	859.39900000	-5.49308069
-25.13911622	-49.79106514	907.54500000	-3.88691313
-25.12828641	-49.73261463	700.32000000	-33.60731624
-25.13753663	-49.67623420	916.14500000	-13.10284297
-25.19031257	-50.97307476	799.88600000	-13.89032313
-25.19039275	-50.91904435	775.26300000	-12.90390123
-25.18911293	-50.85957388	767.35500000	-8.88674417
-25.18967309	-50.79951339	779.52900000	-8.40539335
-25.19075333	-50.74301293	875.13500000	3.63528899
-25.18347351	-50.68010242	858.20900000	0.01128158
-25.18981367	-50.62457206	791.37200000	-9.79763981
-25.22661392	-50.59929199	876.19600000	4.84519045
-25.19336395	-50.56818160	814.78100000	-2.23690757
-25.17823409	-50.49818097	862.11200000	-0.75091253
-25.18581453	-50.37837007	789.76500000	-9.05616461
-25.18592472	-50.32461958	916.42400000	-0.43493992
-25.19595493	-50.27322929	784.03300000	-16.12967145
-25.19220505	-50.21361882	806.78300000	-15.10210008
-25.18778528	-50.14531824	789.78600000	-16.93653840
-25.18606552	-50.08795777	803.51000000	-14.88038960
-25.18323562	-50.03109731	951.83300000	10.88924496
-25.19581611	-49.90892636	1090.02000000	15.31799981
-25.17859624	-49.83978576	765.06000000	-27.18363391
-25.19689654	-49.78264529	959.14300000	0.18642785
-25.19123665	-49.72547490	830.37400000	-17.91856664
-25.18470678	-49.68442454	794.46600000	-22.92010439
-25.19406715	-49.59761383	729.73800000	-27.41806430
-25.19059731	-49.54406343	755.54300000	-15.81368345
-25.23728272	-50.98582508	774.48000000	-14.54052921
-25.24814292	-50.91324450	782.51300000	-6.45655056
-25.24020307	-50.86007404	915.26300000	9.14642559
-25.24581331	-50.80154362	1010.44300000	23.63927617
-25.22297344	-50.73740309	821.08100000	1.62182995
-25.23034371	-50.65507239	808.95300000	-3.62476361
-25.24878391	-50.62901227	807.40000000	-0.65930284
-25.23870408	-50.55757173	786.86500000	-0.56149694
-25.23461433	-50.49951122	858.88600000	5.09616827
-25.24673455	-50.44668081	817.42600000	-5.29845591
-25.24139474	-50.38051029	867.07900000	-4.14549454
-25.24514493	-50.32911986	897.53300000	-6.61020002
-25.24064515	-50.25725931	792.73200000	-16.71351666
-25.23720530	-50.20781886	923.83100000	-4.37173216
-25.24700547	-50.15442856	895.53800000	-5.22409915
-25.24139566	-50.08820794	814.40200000	-4.64749146
-25.24386593	-50.02503746	801.41500000	-7.61921754
-25.26092604	-49.99706733	805.91900000	-11.82953758
-25.23545620	-49.91156655	1080.83900000	3.93126666
-25.23978646	-49.84767600	1102.85400000	6.85878124
-25.25109671	-49.79092566	786.01100000	-19.42209869
-25.24009684	-49.73281512	868.14500000	-18.71965018
-25.24111701	-49.67245463	908.89000000	-18.71505066
-25.24072735	-49.59495399	702.12000000	-29.54607967
-25.24631751	-49.54284362	801.81500000	-12.27668744
-25.29603297	-50.97462527	760.35600000	-9.30933173
-25.30147312	-50.91276480	780.14200000	-4.28655482
-25.30378335	-50.86854441	869.65000000	9.63022885
-25.29750354	-50.80496391	952.68400000	21.19136543
-25.30048400	-50.67360288	818.12400000	3.87633777
-25.29711410	-50.63740256	798.06200000	0.60789307
-25.29792434	-50.56362203	818.22500000	5.40909877
-25.29311451	-50.49879145	901.11000000	6.27131472
-25.29611480	-50.41551080	870.49800000	-2.75698398
-25.29731490	-50.39290066	895.15100000	-0.61891471
-25.30247516	-50.32218008	857.87100000	-2.96270237
-25.29767524	-50.27406971	792.97900000	-13.07457680
-25.29753551	-50.20189911	921.36300000	-1.18512329
-25.29484573	-50.13845862	893.73100000	-2.55807025
-25.30000589	-50.08925823	795.48800000	-6.65969644
-25.29386609	-50.02320763	819.61100000	-8.42700878
-25.28214628	-49.95300707	965.33500000	-5.87653561
-25.28600646	-49.90648666	981.29300000	-8.05606208
-25.29739665	-49.84842622	1020.89900000	0.38974911
-25.32211697	-49.79259587	1059.34900000	11.41966927
-25.28570707	-49.72506522	816.52200000	-18.52986717
-25.31248733	-49.66725485	811.24300000	-14.72526254
-25.31261751	-49.61764447	688.22500000	-31.91520835
-25.29534771	-49.54775386	770.39500000	-25.72709937
-25.35500312	-50.99624563	779.99800000	-7.56784777
-25.35492330	-50.92274508	764.03000000	-1.85048935
-25.35817353	-50.86818461	797.81000000	5.81497150
-25.34945375	-50.78799395	897.54900000	15.52817686
-25.35259386	-50.75121370	891.61300000	14.92687455
-25.34803414	-50.66676300	931.80300000	20.14080314
-25.34756424	-50.63001275	804.03300000	3.98381646
-25.36250482	-50.49471165	868.87200000	11.15921971
-25.35822495	-50.44154129	816.80600000	0.85192333
-25.34986510	-50.38710080	904.10600000	7.49855196
-25.34956531	-50.32751027	892.46900000	4.84195498
-25.35259554	-50.26370983	870.98200000	-1.92548815
-25.34967566	-50.20820933	837.90700000	-8.58280579
-25.35920594	-50.14628886	936.68700000	-2.66836215
-25.34145606	-50.09892844	859.13400000	0.42891874
-25.35192632	-50.01906790	921.70200000	-0.86675070
-25.34170647	-49.95709734	865.02400000	-12.76095415
-25.34156667	-49.90745688	896.74600000	-10.78838535
-25.34386686	-49.84606639	967.21100000	3.10275809
-25.35089754	-49.65778498	929.64200000	-7.33007819
-25.35175769	-49.61028453	860.23600000	-9.98405538
-25.33803778	-49.55414409	902.89000000	-7.59907180
-25.40925325	-50.99332587	757.66600000	-7.21898349
-25.40864348	-50.92532530	793.14200000	3.61682284
-25.39875369	-50.85940478	773.67100000	2.87423134
-25.40120395	-50.79885430	829.65600000	10.33349965
-25.40631412	-50.74115383	874.04600000	16.62805988
-25.40498425	-50.68971339	906.70400000	18.55643615
-25.40664457	-50.62223293	819.90300000	8.42362258
-25.41136472	-50.55960236	824.07800000	9.10466643
-25.41345500	-50.50160191	881.42500000	11.87280669
-25.40442510	-50.44329149	819.39100000	1.21701054
-25.40775531	-50.38229097	902.41700000	7.25549982
-25.41375560	-50.31037045	833.76600000	-4.97520244
-25.40167567	-50.26621008	811.81000000	-3.72098228
-25.40339594	-50.20792962	829.50700000	-11.02372625
-25.40267611	-50.14539909	934.42800000	-5.86994705
-25.40556637	-50.08034855	862.97000000	-4.71307758
-25.40111645	-50.03556821	910.42100000	-2.20787779
-25.39753675	-49.95420754	855.21500000	-11.63084282
-25.41075691	-49.91014724	845.23300000	-6.46468540
-25.40303710	-49.84350660	1010.00400000	7.77746345
-25.40314729	-49.78589618	1065.73000000	13.15232424
-25.40731746	-49.72581570	1065.25800000	7.49386131
-25.40575787	-49.62609490	910.02900000	-10.52475545
-25.39945803	-49.54553423	994.63100000	-1.11780238
-25.46236353	-50.98168597	770.19700000	-4.19596995
-25.46178373	-50.91632540	795.22500000	1.44798025
-25.45873391	-50.86421500	794.87100000	2.24757554
-25.45953409	-50.79665452	906.06900000	17.58491370
-25.45945426	-50.74629412	916.64900000	20.18715330
-25.46234453	-50.68229357	838.75200000	12.46503223
-25.46059474	-50.62243311	820.62300000	9.39044575
-25.45809488	-50.56473263	814.13600000	7.48264779
-25.46800516	-50.50785218	860.43100000	10.15263142
-25.45467533	-50.44007165	812.47600000	3.67913950
-25.46364553	-50.38001119	890.50700000	8.81974803
-25.47236574	-50.32015077	885.27900000	6.74387417
-25.46472593	-50.26068025	894.19500000	1.48923776
-25.45650611	-50.20809974	833.21700000	-8.18376624
-25.45995630	-50.14772934	833.15300000	-10.74698238
-25.45884651	-50.09209888	839.60900000	-8.46492973
-25.46645676	-50.02670833	829.63600000	-5.68093229
-25.45667697	-49.95748775	930.15300000	7.24298216
-25.44970709	-49.89984731	883.47200000	-1.89181332
-25.47686736	-49.85028694	962.06900000	-5.59410678
-25.46150753	-49.78209640	993.85200000	-2.81074250
-25.45798775	-49.71981585	1126.72100000	11.86690638
-25.46764798	-49.65639534	1157.21100000	13.98680780
-25.46109803	-49.61609502	957.85400000	-11.11096331
-25.45217829	-49.54298443	965.70900000	-7.78681609
-25.51534374	-50.97673608	940.91200000	15.56472256
-25.50106386	-50.91904565	936.44400000	12.34171944
-25.51778420	-50.85476515	808.00900000	-0.70731648
-25.51825434	-50.80668480	782.54200000	-2.46764328
-25.52067461	-50.73507420	798.54800000	2.25202751
-25.52197474	-50.68171387	832.54700000	8.08751668
-25.51436491	-50.62057331	926.34200000	18.78189894
-25.51617513	-50.57090290	876.88500000	4.27514960
-25.52245533	-50.50073240	851.53600000	10.03887225
-25.51048548	-50.45687198	899.80100000	12.97884092
-25.52798582	-50.36857139	980.59900000	18.73325285
-25.51431598	-50.32104095	826.99900000	3.21002581
-25.50911611	-50.26435041	940.63000000	11.02319886
-25.51067624	-50.21582010	869.97400000	1.51245805
-25.51014650	-50.14917958	847.06200000	-2.20710961
-25.51686673	-50.08628905	969.95900000	12.54327934
-25.51175689	-50.02206850	965.54500000	12.25582631
-25.50775717	-49.94467784	958.48100000	6.17699901
-25.50570734	-49.89045747	897.46700000	-8.90785054
-25.54431749	-49.88747761	793.71100000	-17.79195655
-25.51011794	-49.70639592	1017.69000000	-0.46103030
-25.49761817	-49.63664536	912.75400000	-17.21436962
-25.51295836	-49.58642506	897.42000000	-21.37408453
-25.52156858	-49.54003462	927.38200000	-12.47392072
-25.57664395	-50.96754634	1050.74300000	21.41943530
-25.57625415	-50.92979598	883.09300000	6.41221159
-25.56875438	-50.85476536	820.19700000	1.57788688
-25.55861447	-50.81565501	842.97700000	3.41474347
-25.57164478	-50.73576443	824.61600000	6.91872914
-25.56867492	-50.67937402	788.31900000	3.66818282
-25.56067511	-50.62582356	902.88000000	16.48957145
-25.57275534	-50.57068311	953.50800000	24.80883125
-25.57650556	-50.49910256	859.79600000	10.21485537
-25.57236571	-50.46290227	835.48400000	11.61038047
-25.58161594	-50.39693180	901.78100000	14.75177067
-25.55972612	-50.31499110	951.66700000	14.94864321
-25.56978634	-50.25423057	987.96900000	24.43139709
-25.55445649	-50.20346010	861.91500000	6.86276595
-25.56900676	-50.14192974	939.09100000	13.98427511
-25.56295694	-50.08584928	932.93200000	13.55486220
-25.56586711	-50.03134879	906.80300000	8.55695724
-25.56234741	-49.94825815	805.67500000	-12.69225244
-25.56309752	-49.89042770	865.49100000	-9.99926534
-25.54742777	-49.82234701	830.38400000	-13.44873243
-25.55523793	-49.77456670	946.31500000	-6.51548989
-25.56623813	-49.70722623	967.84300000	-8.22750812
-25.57153842	-49.65297576	864.76600000	-24.33141522
-25.58145858	-49.59325532	876.55000000	-25.10576273
-25.56831877	-49.53131477	916.02000000	-24.82130562
-25.62281491	-50.73979468	788.62700000	1.50602005
-25.62286515	-50.68393428	781.85400000	4.41912608
-25.62597530	-50.62643377	815.39200000	14.15206569
-25.62403555	-50.56199327	902.39000000	19.33161873
-25.62109574	-50.50226283	869.93000000	14.56503737
-25.61620585	-50.44826233	839.21400000	10.19943267
-25.61781607	-50.39685191	851.47500000	7.92304680
-25.61903639	-50.31893136	795.93600000	5.27106966
-25.61178649	-50.27490092	928.69500000	20.21175137
-25.62125671	-50.20265046	794.77800000	6.38963867
-25.62456694	-50.14209992	884.79400000	13.80326954
-25.61973713	-50.08634946	825.63600000	3.83754561
-25.61328727	-50.03642905	867.48100000	5.42221604
-25.61503748	-49.96611846	918.54900000	-0.54470873
-25.61364769	-49.90395801	826.71900000	-11.20919576
-25.62411799	-49.83106747	910.83300000	-10.49571894
-25.62311816	-49.76595687	929.19200000	-12.82014557
-25.61834840	-49.71284642	826.35700000	-36.60785289
-25.61611857	-49.65681594	989.85100000	-12.48204668
-25.62609878	-49.58464546	891.56600000	-26.52708027
-25.62842898	-49.53448502	872.93900000	-26.64358472
-25.67814475	-50.86171590	943.79500000	17.72651427
-25.68556493	-50.80023539	862.51300000	10.99709622
-25.64806498	-50.75185486	909.93000000	14.15584854
-25.67256509	-50.73871490	842.85300000	9.50451554
-25.68136549	-50.64951426	797.59200000	7.95819502
-25.67581556	-50.60079379	817.11800000	11.03723131
-25.68042577	-50.55576343	863.22800000	14.10108326
-25.65067576	-50.52510307	913.33600000	18.89366179
-25.67834636	-50.36935194	868.49100000	14.43737577
-25.67178644	-50.33346163	852.72700000	14.04375935
-25.67184675	-50.26490117	870.13300000	16.10338863
-25.67611696	-50.20643069	902.58200000	20.22500912
-25.67950712	-50.14671017	767.72900000	3.02021837
-25.67781733	-50.08481972	837.96000000	3.97698600
-25.67809755	-50.03453933	815.97100000	-4.94514491
-25.66934774	-49.96631870	873.48000000	-3.08462504
-25.69381806	-49.89475824	981.60800000	-0.33394136
-25.67520822	-49.82984765	885.73000000	-16.79075276
-25.67981834	-49.77914725	876.91600000	-19.24391851
-25.67775854	-49.71314669	967.09300000	-17.02764945
-25.67139873	-49.65236621	960.10000000	-16.98959542
-25.67803899	-49.59172567	938.24000000	-20.24337659
-25.67617921	-49.53211526	881.21300000	-24.46261439
-25.73797500	-50.85212609	1011.04300000	26.80060857
-25.73784513	-50.80210563	866.74400000	3.42845716
-25.72331552	-50.68735467	786.85100000	4.71351114
-25.73753569	-50.63885440	779.51600000	5.97935195
-25.73756600	-50.55749370	788.95300000	8.09886964
-25.72431614	-50.50462325	843.22900000	11.12710472
-25.73711639	-50.44735289	811.33700000	7.02283482
-25.72023654	-50.36782217	802.20900000	10.38724751
-25.73736684	-50.30229169	840.53400000	13.10109673
-25.69145676	-50.27082122	854.41700000	14.12176149
-25.73781715	-50.21354098	890.07600000	14.78059132
-25.72239730	-50.15371046	785.82500000	3.15125762
-25.73292760	-50.08503996	782.11200000	-6.35546238
-25.71675771	-50.02847939	816.51300000	-5.94513293
-25.71839795	-49.95939885	919.19100000	-0.66751847
-25.72014819	-49.88386824	944.14400000	-6.16597792
-25.73186844	-49.82611784	993.44100000	-6.21352775
-25.72428861	-49.77056737	888.72100000	-23.12161869
-25.73709880	-49.71059692	911.21700000	-22.27877942
-25.73886905	-49.64178638	942.63600000	-14.93375811
-25.73672920	-49.59339596	850.96700000	-28.50912715
-25.74250939	-49.53581550	904.74800000	-20.09368449
-25.78798519	-50.85132623	861.44900000	13.88046141
-25.78736556	-50.73012526	892.12400000	10.80710317
-25.78684594	-50.62904449	780.41500000	5.03410299
-25.77650612	-50.56340393	789.12400000	6.00093556
-25.79484637	-50.49576350	778.49900000	2.79654213
-25.78542653	-50.43987298	831.30600000	10.51340128
-25.79228675	-50.38332260	796.45900000	10.08947551
-25.78822690	-50.33640220	806.79900000	11.20199742
-25.78039712	-50.26004149	854.12200000	8.28076649
-25.77567737	-50.19862101	773.37000000	-2.42532927
-25.77972751	-50.14462058	795.79200000	-3.93364306
-25.79034778	-50.07435005	785.73800000	-6.61725490
-25.77264813	-49.96053913	831.33300000	-15.29326609
-25.77834839	-49.89950865	836.41100000	-19.59750527
-25.78184851	-49.84400820	872.02200000	-17.86301130
-25.78428871	-49.78611770	859.66000000	-25.10979353
-25.78228897	-49.72081720	905.85800000	-20.08840713
-25.78136910	-49.66364673	904.53300000	-20.40081594
-25.78103935	-49.59775617	885.29200000	-22.01568405
-25.78017953	-49.54642580	892.19200000	-17.75064111
-25.87009515	-50.93710732	987.47400000	16.84139150
-25.85436513	-50.91843705	867.61400000	5.74140413
-25.85045545	-50.84082649	842.71000000	9.72657598
-25.81906533	-50.84060628	851.72000000	10.74705959
-25.83917553	-50.80087604	866.69800000	8.68394610
-25.83092565	-50.75676574	818.16600000	4.46801227
-25.84500597	-50.68293516	813.38100000	-3.35271320
-25.84175612	-50.63693478	767.82300000	1.98199112
-25.82295614	-50.59987447	820.64600000	8.60145037
-25.85050643	-50.55129414	785.22400000	3.08799285
-25.84106654	-50.50235369	783.13700000	1.99969869
-25.84664676	-50.45001332	819.91200000	10.97350499
-25.84134692	-50.38207272	809.19400000	6.42112190
-25.84395711	-50.33632237	775.87100000	0.32795642
-25.85728741	-50.26593194	774.46900000	-4.52117692
-25.83317754	-50.20443133	777.06900000	-8.83753102
-25.83386785	-50.11832059	810.66300000	-0.21930607
-25.85281804	-50.07537030	891.66700000	-0.75562773
-25.84647819	-50.02392991	840.18200000	-10.02855424
-25.84064840	-49.95673933	877.49400000	-11.50252470
-25.83461855	-49.90175885	821.81600000	-17.97176162
-25.84192882	-49.82400829	882.27300000	-16.73634262
-25.82981896	-49.77742780	902.79600000	-15.33148236
-25.83414911	-49.72559747	820.45000000	-25.59726488
-25.83350937	-49.65892695	870.44900000	-21.98654712
-25.83717958	-49.60120642	821.49800000	-22.86682987
-25.84478982	-49.54309603	810.79100000	-22.54727904
-25.89064533	-50.90429716	885.58700000	7.34148020
-25.87939544	-50.85665668	842.89900000	8.23134842
-25.88361568	-50.79618621	896.80600000	13.50135516
-25.88331587	-50.74598578	969.71700000	23.70039509
-25.89586612	-50.68360535	772.97000000	-0.63191430
-25.88536633	-50.62610492	802.82500000	0.02567934
-25.90228661	-50.56129443	766.72100000	-1.23697835
-25.89745669	-50.50968401	750.48600000	-3.26009851
-25.89378701	-50.43618344	776.19500000	8.94804852
-25.89436714	-50.37757290	790.05000000	5.92424435
-25.89698738	-50.32073248	782.65900000	-1.09228834
-25.89325758	-50.25721198	789.36600000	-1.21581662
-25.88448778	-50.17968129	844.39800000	1.73664122
-25.89059799	-50.13976100	783.66300000	-8.55784462
-25.89047811	-50.08415052	884.83000000	-0.18454700
-25.88248840	-50.01084995	905.70600000	-1.72786725
-25.88634856	-49.96323959	921.93300000	-6.65676288
-25.89709881	-49.90245918	876.51600000	-10.78935213
-25.89200894	-49.84042857	842.63300000	-15.58723907
-25.89417913	-49.78811815	862.27500000	-13.87290684
-25.88061933	-49.71975754	844.29000000	-20.94993697
-25.88734955	-49.66775716	830.10600000	-21.83229627
-25.88514971	-49.60095669	865.94300000	-13.46983421
-25.89393000	-49.54400622	880.78800000	-11.35115623
-25.95984555	-50.91965753	949.99400000	14.21190891
-25.95170563	-50.89457732	826.57700000	3.81278951
-25.96231585	-50.84346694	800.95700000	2.46944256
-25.94875577	-50.84918696	823.23900000	4.39515675
-25.93806585	-50.80179645	1028.07200000	24.12540729
-25.92042600	-50.74098598	871.72800000	11.19957421
-25.93847621	-50.70199574	797.95400000	0.15528409
-25.96109647	-50.65371539	799.65800000	0.26053323
-25.95592658	-50.62040515	814.00700000	1.01380339
-25.96359688	-50.55079466	774.38000000	2.30027742
-25.95067692	-50.50587424	803.19300000	8.88445798
-25.94736720	-50.43946369	754.77800000	4.23844197
-25.94709732	-50.38023314	769.88200000	2.61929044
-25.96347752	-50.34643295	780.89100000	1.87024024
-25.95500785	-50.25135216	889.22000000	8.40919198
-25.94395792	-50.20801178	849.84600000	1.84044399
-25.94656812	-50.14098130	807.61700000	-9.71910384
-25.94056859	-50.01310025	892.44200000	-4.87458393
-25.94711881	-49.95381975	858.09300000	-10.98410498
-25.94436897	-49.89645933	809.77600000	-15.27700200
-25.93992915	-49.84448883	780.90200000	-21.44629688
-25.94448935	-49.79186842	771.09600000	-24.81769445
-25.94184955	-49.72339788	785.38100000	-22.24047757
-25.94259972	-49.66534744	831.75700000	-14.71311792
-25.93467995	-49.59578678	802.54600000	-16.13663520
-25.99067576	-50.90073747	830.42800000	-0.25883146
-26.00009592	-50.86201724	806.62700000	-0.98221402
-25.99859607	-50.80412679	796.89000000	-0.97296800
-25.96945616	-50.75171622	798.94200000	2.25802681
-25.99959651	-50.68199586	775.99600000	0.74667432
-25.99967669	-50.62479536	807.16200000	1.98330090
-25.99864692	-50.56751486	759.94600000	-1.51439964
-25.99878715	-50.49685430	794.83100000	5.52406021
-25.99909756	-50.36826334	803.00200000	6.72070441
-25.99509789	-50.26773252	793.72000000	-0.19007855
-25.98936813	-50.20160193	828.71400000	-2.10752805
-25.99856832	-50.14954150	849.49200000	-3.89261229
-25.98520852	-50.08687098	875.18100000	-7.37177143
-25.98975875	-50.02371054	819.92700000	-13.21778817
-25.99456897	-49.96501006	785.50600000	-19.18406570
-25.99878914	-49.89998950	812.26000000	-16.55935024
-25.99839936	-49.84839908	838.72000000	-14.39896554
-25.99820958	-49.79034863	842.87500000	-11.30595187
-25.99817983	-49.71178804	810.26500000	-11.27166162
-25.99835001	-49.66342759	800.35800000	-10.63715878
-25.98512013	-49.60211709	829.78900000	-12.49022799
-25.97018025	-49.55142655	816.15600000	-17.83241656
-25.34800804	-49.50164370	868.60900000	-7.70144872
-25.36192833	-49.42836311	951.45600000	10.53056370
-25.40875829	-49.49270379	977.69000000	0.77205740
-25.40734847	-49.42567329	945.92700000	9.16437117
-25.45822853	-49.48622393	950.16100000	2.06787308
-25.45770867	-49.43103349	964.95900000	8.47402682
-25.45325888	-49.36859296	930.32700000	7.71875846
-25.50398869	-49.48078411	926.40000000	-4.87215609
-25.50748890	-49.42231367	917.87900000	-5.26713588
-25.49922911	-49.35700313	935.52100000	-3.19731248
-25.50773926	-49.30422266	907.79900000	-4.29902495
-25.55845887	-49.49150439	910.44000000	-27.32509986
-25.55597905	-49.42303387	893.14500000	-19.85899733
-25.55753924	-49.36439340	928.19200000	-9.78592064
-25.56295947	-49.31395297	941.14800000	-4.49275806
-25.61464913	-49.48500462	897.37800000	-24.51895051
-25.61464930	-49.42545416	906.33300000	-18.16206036
-25.62006953	-49.36603367	910.43200000	-12.97246294
-25.59809963	-49.30748305	895.54700000	-7.69961230
-25.61386988	-49.24931267	896.69700000	1.19161474
-25.66450933	-49.48375479	903.96400000	-20.57272791
-25.67175955	-49.42342433	938.82500000	-13.97620697
-25.67300973	-49.35972378	875.60800000	-10.79577598
-25.66853992	-49.30456338	919.60100000	-1.70779309
-25.67290009	-49.24795286	891.84200000	-4.14662843
-25.74698958	-49.48150515	885.39100000	-15.29768702
-25.73947973	-49.42859465	965.43300000	-3.78564568
-25.72981996	-49.36656405	920.61700000	-6.61891515
-25.72840012	-49.30503355	884.78800000	-10.49606767
-25.71087024	-49.24450301	892.16600000	-9.41682241
-25.77906975	-49.48656526	864.75500000	-17.96182698
-25.77728994	-49.42170470	952.66400000	-5.29323803
-25.77368008	-49.36681430	926.35800000	-9.03514842
-25.77046028	-49.30267376	910.49600000	-9.18054202
-25.77435047	-49.24698328	924.23800000	-3.01741720
-25.83509989	-49.48820552	903.89900000	-11.52008623
-25.83071012	-49.42189495	922.95500000	-9.56640496
-25.83221036	-49.36897449	948.25600000	-10.40373544
-25.83043055	-49.29948394	951.62100000	-7.84698085
-25.82848078	-49.21939335	918.18800000	12.05193731
-25.88018014	-49.47961563	824.13600000	-19.04011578
-25.88912032	-49.42897529	844.76500000	-18.69168172
-25.88454055	-49.35689467	920.72600000	-17.30299486
-25.88735078	-49.30309418	903.84800000	-7.96911252
-25.88982096	-49.24350377	885.94500000	1.21498402
-25.88107113	-49.18147322	922.37900000	20.90676612
-25.94196034	-49.49039594	855.71200000	-16.50418646
-25.93226056	-49.41920540	835.70900000	-24.72413009
-25.93860077	-49.36075486	845.42000000	-28.36951051
-25.92862087	-49.30922441	870.41100000	-19.13779768
-25.93621131	-49.18453347	936.45400000	13.49394544
-25.93546151	-49.13136302	944.76300000	34.30945679
-25.94251177	-49.06353252	895.13800000	37.00542764
-25.98751050	-49.48461614	1003.17100000	-3.94252175
-25.99776081	-49.41309557	867.09600000	-23.82053911
-25.99043097	-49.36136514	857.14000000	-24.18268127
-25.98748110	-49.30575469	840.81500000	-24.50806696
-25.99251159	-49.18497369	858.82800000	12.31988262
-25.99374173	-49.13914331	898.76400000	26.94306430
-25.99376201	-49.05934264	878.54300000	34.73349817
-25.75803630	-50.47676313	809.48900000	7.35093522
-25.86931296	-51.57938230	1217.55800000	19.60446181
-24.01252322	-52.46408162	614.51200000	10.82933724
-24.00738343	-52.40022117	532.94500000	2.94921636
-24.01505362	-52.34591077	544.85800000	4.95926111
-24.01174438	-52.10912892	489.17300000	-6.77677067
-24.01588469	-52.03362840	358.45600000	-20.98538645
-24.00944480	-51.98415798	307.41000000	-31.66732777
-24.01413504	-51.93151766	357.45100000	-23.66939108
-24.01705525	-51.85835706	344.19500000	-25.85382458
-24.01905539	-51.80937673	495.06700000	-8.07991178
-24.01408555	-51.74832619	435.76400000	-18.05816871
-24.01963587	-51.68104575	408.74500000	-24.78263159
-24.01363603	-51.61212518	463.27400000	-19.13357383
-24.02024622	-51.56249477	539.96000000	-9.59653852
-24.01644634	-51.51529439	573.39900000	-6.18900330
-24.01763651	-51.45448396	640.69100000	0.66053966
-24.01941673	-51.39787346	739.30700000	14.65853331
-24.00908687	-51.34110305	764.36200000	22.73133672
-24.00446698	-51.29098259	871.56800000	34.91703444
-24.00138719	-51.21926202	862.07800000	33.56738618
-24.01333771	-51.09124109	1016.39700000	39.98799329
-24.02516785	-51.05529083	774.23900000	15.40645793
-24.38735816	-51.38551482	521.95700000	-13.81800129
-24.06444340	-52.46630186	636.34100000	13.57912433
-24.06608362	-52.40699144	579.08400000	8.07954611
-24.06188380	-52.36625105	567.10700000	7.43129765
-24.05630397	-52.29649057	574.11500000	8.28852643
-24.05027415	-52.22610993	614.49300000	12.15238598
-24.07124446	-52.15412951	565.72400000	5.12732660
-24.06385459	-52.09921909	535.16300000	-0.98064814
-24.05830486	-52.03357852	343.55400000	-23.14131255
-24.06646499	-51.98685820	334.66400000	-25.00019754
-24.06810520	-51.92468780	362.10500000	-21.58578708
-24.07041541	-51.86443726	427.39900000	-14.62580417
-24.06763559	-51.80899685	507.21200000	-7.05869975
